sexo,instrucao,idade,log_saldo_poup_avg,log_tempo_renda,log_renda_liquida,log_tempo_cp
0,medio,23,5.529845667396639,6.269096283706261,4.983606621708336,2.772588722239781
0,medio,19,4.001223650886448,4.04305126783455,6.951772164398911,1.9459101490553128
1,medio,28,-0.2876820724517809,6.766191714660351,7.786967002614872,4.919980925828125
0,medio,56,8.47067165197066,8.53915035876828,8.344742754417545,5.793013608384144
0,medio,42,4.148674906767148,4.700480365792417,7.600902459542082,5.384495062789089
0,superior_pos,42,3.005682604407159,8.825265953515752,8.39728289474368,4.919980925828125
0,medio,18,5.346392989779599,6.300785794663244,8.148734808937169,3.555348061489413
0,superior_pos,24,0.636576829071551,6.890609120147166,7.865955413933502,4.04305126783455
0,medio,47,5.982524705538507,6.490723534502507,6.878326468291325,3.044522437723423
0,medio,54,5.3382589736409845,8.90815361332152,7.228388451573604,5.308267697401205
1,superior_pos,34,5.682558838204574,8.559677803022392,8.519989278718239,5.241747015059643
0,superior_pos,31,9.178605609048375,7.758760544157663,8.006367567650246,4.812184355372417
1,medio,37,4.276735561049346,7.561121589530238,7.473069088032197,3.9889840465642745
1,medio,50,6.581755019311324,7.556427969440253,7.345364840416867,5.525452939131784
0,medio,46,8.331330973874257,5.214935757608986,6.76849321164863,3.713572066704308
1,medio,26,6.789562784508933,7.213031659834869,7.0925737159746784,4.836281906951478
1,medio,25,4.848821997933652,7.701652362642226,6.997595982981927,4.060443010546419
1,medio,22,-0.2231435513142097,6.431331081933479,8.027802848370312,3.258096538021482
1,medio,39,7.909331566138651,8.760453046315272,7.897668150726906,4.0943445622221
1,medio,22,6.6091403264671005,7.289610521451167,7.627057417018934,3.912023005428146
0,medio,55,11.860983540099973,5.393627546352362,7.549609165154532,5.583496308781699
0,medio,46,7.185538519254671,7.563719668414366,7.551186867296149,4.770684624465665
1,superior_pos,26,3.260017768199376,6.626717749249025,7.87777633327726,4.976733742420574
0,superior_pos,30,-1.6094379124341005,7.504391559161238,8.683893367307235,1.3862943611198906
1,ate_fundamental,55,8.072585927069117,4.77912349311153,7.560601162768557,5.010635294096256
1,medio,34,5.966441567452421,6.236369590203704,7.824046010856292,2.8903717578961645
1,medio,26,1.6457698416814908,6.095824562432225,7.639642287858013,3.7612001156935615
1,medio,28,7.509855678523715,6.369900982828227,7.493873886783559,4.672828834461906
1,ate_fundamental,52,5.725625502578653,6.48768401848461,7.780720886117918,5.0369526024136295
0,medio,38,1.4724720573609429,8.287780027088433,6.902742737158593,5.19295685089021
1,superior_pos,38,5.311455679688264,8.070593539949519,7.812782818577581,5.513428746164983
0,ate_fundamental,39,4.471524501118173,7.0967213784947605,6.851184927493743,4.060443010546419
1,medio,33,3.945264339207948,8.006700845440367,7.379008127628304,5.003946305945459
1,medio,29,9.232011350855265,6.620073206530356,7.4205789054108,2.5649493574615367
1,medio,18,6.228333473040668,3.9318256327243257,7.15305163493748,4.442651256490317
1,medio,21,6.513118828756286,5.6937321388027,7.425357887027151,4.07753744390572
0,medio,30,10.152335302176263,6.364750756851911,7.845024417241484,4.6443908991413725
1,medio,19,7.407320744445397,5.902633333401366,7.786136437783072,3.951243718581428
1,medio,40,6.802877979889712,7.857093864902493,6.951772164398911,5.424950017481403
1,medio,21,6.073009971291136,6.163314804034641,7.451241684987676,3.367295829986474
1,medio,30,8.946519997895455,7.193685818395112,7.928406026180535,4.060443010546419
0,superior_pos,45,7.3095603640365905,6.75110146893676,7.5688956634069955,5.424950017481403
0,superior_pos,25,6.068136194521935,6.115892125483034,8.104099056143582,3.9318256327243257
0,medio,38,7.220055571013296,6.338594078203183,7.389563953677635,5.220355825078324
0,superior_pos,34,2.0547645539673955,6.723832440821209,8.259199362666282,5.267858159063328
1,ate_fundamental,54,7.734294154909397,6.70073110954781,6.272877006546167,2.302585092994046
0,medio,36,5.61953092220861,5.4510384535657,6.723832440821209,3.912023005428146
0,medio,25,5.226982468943414,7.042286171939743,7.52294091807237,4.158883083359672
1,superior_pos,32,9.08393609246408,7.847762537473608,7.316548177182976,5.081404364984463
1,medio,23,5.382083901393605,7.654443226470112,7.1592919047975645,3.4339872044851463
1,medio,27,4.844344554374829,6.576469569048224,8.699514748210191,4.23410650459726
1,superior_pos,30,1.205970806988609,6.361302477572996,8.28374674710613,4.248495242049359
1,medio,44,3.58753862645226,7.3914152346753585,7.228388451573604,4.262679877041316
1,superior_pos,34,2.5707020099509865,7.329093736246592,9.336356092559043,5.407171771460119
1,medio,35,2.796061078424924,8.863757191604241,8.699514748210191,4.859812404361672
1,medio,22,4.033532422825343,6.095824562432225,7.462789157412448,4.330733340286331
0,superior_pos,26,3.418054498728578,6.2422232654551655,7.929846429742503,4.394449154672439
0,superior_pos,39,6.332924325240234,7.093404625868766,7.507141079727608,3.6375861597263857
0,superior_pos,31,3.8017616111706087,6.481577129276431,7.111512116496157,4.07753744390572
0,medio,24,6.691779726074991,6.049733455231958,5.501258210544727,4.3694478524670215
0,medio,23,9.308054931668428,7.1770187659099,7.00397413672268,3.4011973816621555
1,medio,23,6.775074952669348,5.068904202220232,7.131698510466912,3.871201010907891
1,superior_pos,30,-0.3011050927839216,7.717796211013582,7.543273346705446,4.143134726391533
1,medio,26,4.957093860501337,7.076653815443951,7.413970290190444,4.430816798843313
0,medio,18,8.752164913298863,7.580699752224563,7.863266724009573,4.330733340286331
0,medio,39,5.820379622240015,6.133398042996649,8.0959035329611,4.919980925828125
1,medio,21,1.5570914320618912,4.442651256490317,6.697034247666484,2.9444389791664403
0,superior_pos,42,6.733312602136867,6.084499413075172,9.219696466900208,4.962844630259907
0,medio,21,5.232311102135431,6.095824562432225,7.004881989712859,3.80666248977032
1,medio,24,7.57096631111442,7.70210434005105,7.251344983372214,1.6094379124341005
1,medio,24,3.809325607189804,7.546446273746024,6.803505257608338,1.0986122886681098
1,medio,23,2.541208215156642,5.961005339623274,7.475339236566737,4.836281906951478
0,medio,22,4.944566714126551,4.382026634673881,6.873163834212518,4.219507705176107
0,medio,28,2.721624321129328,5.476463551931511,7.640603826393634,4.844187086458591
1,medio,21,2.065596134857783,7.947678571301568,8.085794701281568,5.247024072160486
0,medio,29,4.450035689038101,7.566828479208331,7.377133712833954,3.970291913552122
1,medio,22,4.611400735738727,5.247024072160486,6.775366090936392,3.6635616461296463
0,medio,35,7.042749351368875,8.101071503119543,7.599401333415815,4.418840607796598
0,medio,38,1.9459101490553128,7.581719640125308,6.956545443151569,3.091042453358316
0,superior_pos,38,8.53141064277114,8.145839612936841,8.881280595070423,5.25227342804663
0,medio,62,9.739286915643175,8.000014093678072,5.700443573390687,5.472270673671475
0,medio,40,7.6134607727894545,7.697575346802343,7.088408778675395,1.791759469228055
1,medio,23,1.9213246735826988,5.998936561946683,7.126087273299125,3.6635616461296463
0,medio,29,4.469121341524815,7.832807516524864,7.6953031349635665,4.653960350157523
0,medio,24,0.8981267612464839,5.147494476813453,7.206377291472252,2.5649493574615367
1,ate_fundamental,46,8.839250603288558,6.522092798170152,7.834788107388194,5.153291594497779
1,medio,29,-1.5606477482646683,7.793174347189205,6.838405200847344,4.174387269895637
0,superior_pos,31,4.083199351117102,7.059617628291383,7.844632644464681,3.737669618283368
1,medio,21,7.555538917790552,6.726233402358747,6.704414354964107,3.555348061489413
1,medio,23,6.159655485308211,7.393263094763838,7.093404625868766,3.970291913552122
1,medio,56,2.627562950189524,0.0,6.9865664594064265,5.497168225293202
0,medio,29,4.454289155028456,6.07073772800249,8.027150106832774,4.248495242049359
0,superior_pos,25,1.698364121628502,5.780743515792329,7.079184394609668,4.499809670330265
1,medio,20,2.0856720914304723,6.244166900663736,7.111512116496157,3.332204510175204
1,medio,31,0.5933268452777344,5.971261839790462,7.575071699507561,3.332204510175204
0,superior_pos,32,7.580232806487675,7.256297239690681,8.118802996980035,4.276666119016055
1,medio,24,7.114757253170151,6.1675164908883415,8.038189179973203,2.079441541679836
1,medio,42,7.620969757692194,7.553286605600419,6.956545443151569,5.796057750765372
0,medio,20,3.831680252745608,5.545177444479562,6.682108597449809,3.367295829986474
0,medio,25,0.6931471805599453,5.117993812416755,7.281385663570282,0.0
0,superior_pos,28,6.266868425083277,7.079184394609668,8.112527763478637,4.276666119016055
0,medio,33,9.37155064555721,6.439350371100098,8.006367567650246,4.812184355372417
1,superior_pos,31,7.570667453726425,6.077642243349034,8.506940814951886,5.204006687076795
0,medio,35,3.358115891959705,7.793174347189205,6.741700694652055,4.430816798843313
0,superior_pos,32,5.944923102672066,7.388946097618437,7.528331766707247,5.123963979403259
0,superior_pos,30,6.751802977208251,7.01571242048723,7.913521017283895,4.543294782270004
1,superior_pos,60,4.309926261329021,6.583409222158765,7.780720886117918,5.4638318050256105
1,medio,43,7.593414494576178,7.847371836159788,6.675823221634848,5.225746673713202
1,medio,38,8.764707742633393,8.892748769118258,7.791522819150732,5.402677381872279
1,medio,36,5.499010789024655,6.951772164398911,7.557472901614746,4.700480365792417
0,ate_fundamental,48,4.815795712743329,8.77307495131822,6.09807428216624,4.48863636973214
0,superior_pos,25,7.257006233178945,6.597145701886651,6.92461239604856,4.204692619390966
0,superior_pos,57,6.2405389684455415,8.131236549696116,7.471363088187097,3.58351893845611
0,superior_pos,28,7.214967882891853,6.542471960506805,7.928766321626695,3.091042453358316
1,medio,44,3.691750329205619,8.609772372709331,8.457230850243555,4.276666119016055
0,medio,26,8.270925577942979,6.368187186350492,7.508787170634276,4.820281565605037
0,superior_pos,40,4.698614990697955,7.642044402873258,8.018954683155718,5.365976015021851
1,medio,25,-1.2378743560016174,4.262679877041316,7.410951875583635,4.718498871295094
1,medio,56,2.0547645539673955,7.910223707097344,6.956545443151569,4.204692619390966
1,superior_pos,22,-1.0498221244986778,6.714170529909472,7.076653815443951,3.8918202981106265
1,medio,36,4.618925151220427,6.931471805599453,5.921578419643816,5.303304908059076
0,medio,39,7.699047254390087,7.962415680121064,5.552959584921617,5.003946305945459
1,medio,31,2.7206373166076814,6.981934677156389,7.507141079727608,2.079441541679836
0,medio,31,9.602330769227086,6.46302945692067,7.495541943884256,3.784189633918261
1,medio,47,7.200380115823074,5.8944028342648505,8.118207049405783,5.3706380281276624
1,superior_pos,27,6.802472538077554,7.867488568699128,8.552946361122055,4.948759890378168
1,medio,33,8.256790302194137,6.586171654854675,7.469654172932128,4.158883083359672
0,superior_pos,51,6.075932066233091,8.790269111478656,7.645397699428633,5.37989735354046
1,medio,44,8.185447765801406,7.0630481633881725,6.960347729101308,4.875197323201151
0,superior_pos,56,2.563794845114712,7.974188669286011,9.027378610294804,5.262690188904886
1,superior_pos,24,1.785909055549879,6.821107472256465,7.496652438168283,4.3694478524670215
1,superior_pos,57,4.747667514216636,3.688879454113936,8.08794755464267,4.127134385045092
1,medio,40,5.599476957846887,6.278521424165844,7.787382026484701,5.3471075307174685
1,medio,35,5.701095534730741,4.5217885770490405,7.831220214604293,3.1780538303479458
1,ate_fundamental,30,6.977505197170241,6.327936783729195,7.421775793644647,5.181783550292085
0,medio,38,6.292901584792099,8.238008249218403,7.697575346802343,5.272999558563747
0,medio,28,2.018895041811802,5.099866427824199,7.890208213109961,4.852030263919617
1,medio,19,6.757182358002761,6.267200548541362,6.740519359606223,3.4657359027997265
0,medio,26,7.725689796595779,5.700443573390687,7.461065514354283,4.574710978503383
0,superior_pos,28,10.95058389045165,8.21932609390609,7.505492274737424,4.276666119016055
1,medio,46,12.038707964909804,8.77786371462117,7.719573989259581,4.499809670330265
1,superior_pos,30,6.359297013742592,8.23827262463303,7.551186867296149,3.688879454113936
1,medio,32,4.55849777778966,5.176149732573829,6.966024187106113,3.9318256327243257
1,medio,25,5.92684602277024,4.990432586778736,7.758760544157663,3.912023005428146
1,medio,45,10.798574566044254,8.40290404501411,7.282073658093465,5.700443573390687
1,ate_fundamental,49,7.513264522668434,5.932245187448011,7.7279755421055585,1.9459101490553128
0,superior_pos,35,10.598041368320716,7.241366283322318,8.021584533455107,3.6635616461296463
0,medio,28,8.865206430866094,7.22983877815125,7.937017489515454,4.736198448394496
1,medio,35,6.24043177843165,5.855071922202427,7.6246189861593985,3.713572066704308
1,medio,47,6.049627317524079,5.303304908059076,7.463363045520021,5.1298987149230735
1,medio,35,10.553099164327854,4.787491742782046,7.499423290592229,5.14166355650266
1,medio,31,10.228512554574028,5.8805329864007,6.326149473155099,4.204692619390966
0,superior_pos,25,8.140395711873262,6.226536669287466,8.06054004653864,4.262679877041316
1,medio,27,5.407440793566391,8.10076824307173,7.501082124259871,3.871201010907891
1,medio,26,3.649358695951653,6.836259277277067,7.758760544157663,3.951243718581428
0,superior_pos,36,9.263633714932498,6.07073772800249,8.698180525197055,4.653960350157523
1,superior_pos,53,8.41313183149003,6.084499413075172,7.526178913346146,4.553876891600541
1,medio,23,8.425676407579061,6.212606095751519,7.80057265467065,3.80666248977032
0,medio,27,3.4841589023765027,7.127693699347399,7.329093736246592,3.9318256327243257
1,superior_pos,28,4.303727198286273,7.227662498728654,8.355379895253634,5.365976015021851
0,medio,21,-0.0943106794712412,7.160069207596127,7.218176838403408,3.295836866004329
0,superior_pos,38,3.79762174511817,4.762173934797756,7.034387929915503,4.653960350157523
0,medio,24,9.24311632373523,3.9318256327243257,7.24422751560335,4.290459441148391
1,superior_pos,34,6.8562040565971785,8.68541582383069,7.530479995245536,5.111987788356544
1,medio,38,3.5736088845695915,7.539027055823995,7.473069088032197,4.0943445622221
1,medio,26,1.5612975371061657,7.133295954896068,7.564238475170491,4.07753744390572
0,medio,31,4.838382872979085,6.85751406254539,7.158513997329321,4.574710978503383
0,superior_pos,27,11.505291399502031,6.795705775173514,8.132706489693264,4.700480365792417
1,medio,31,-1.0498221244986778,5.375278407684165,7.362645270417825,2.079441541679836
0,superior_pos,36,9.481297610861692,6.572282542694008,7.692113339595466,4.553876891600541
0,medio,21,5.611831645908293,6.7580945044277305,7.266827347520591,1.9459101490553128
1,medio,41,6.930993175449316,7.1929342212158,7.768956044538332,4.382026634673881
0,ate_fundamental,30,8.279845487062452,5.220355825078324,7.551186867296149,4.23410650459726
0,medio,18,5.545821768108504,6.171700597410915,6.997595982981927,2.19722457733622
1,medio,21,8.763556270864475,6.588926477533519,8.97790377375038,1.6094379124341005
1,medio,58,8.202833070032456,6.263398262591624,6.835184586147301,4.499809670330265
1,superior_pos,56,6.955773716876005,8.514389264083503,8.746716349694486,4.23410650459726
1,medio,27,6.039158872970644,6.976348070447749,7.369600720526409,3.951243718581428
0,medio,32,7.838623244827521,6.218600119691729,6.6293632534374485,3.4657359027997265
0,superior_pos,46,9.60025790719054,6.945051063725834,7.950502434808851,5.204006687076795
1,medio,58,8.590405548340632,8.612139668725192,8.270013062273787,3.4339872044851463
1,medio,29,2.8808824318750488,7.854381210652365,7.789868559054706,4.77912349311153
1,superior_pos,32,6.306339153521641,7.946617563244473,7.983440063006542,4.990432586778736
0,superior_pos,43,5.418209288051772,8.176672771948455,7.605890001053122,3.1354942159291497
0,medio,42,5.589213019913065,7.617759576608505,7.615298339825815,5.2832037287379885
1,superior_pos,44,9.227662965745594,6.582025138892826,8.729397122692061,4.897839799950911
1,medio,49,4.521951607237158,7.155396301896734,8.585599224080298,5.3981627015177525
1,medio,23,0.1043600153242428,6.608000625296087,7.793999089503996,3.6375861597263857
1,medio,48,4.76153270361195,7.434847875211999,7.319202458767849,1.3862943611198906
1,medio,43,8.005964152956146,5.2574953720277815,7.249215057114389,2.302585092994046
0,superior_pos,36,8.353511232921178,7.96311205897929,7.483806687665835,3.044522437723423
1,medio,21,6.160859159827944,4.624972813284271,7.942006808489856,3.713572066704308
1,superior_pos,29,6.6328183082386944,4.5217885770490405,8.344980368770571,4.653960350157523
0,medio,26,4.088326489896538,6.812345094177479,6.568077911411976,4.634728988229636
0,superior_pos,40,6.374488048875817,6.901737206656574,7.718685495198466,3.4011973816621555
1,medio,39,7.894711349656438,7.098375638590786,7.937374696163295,1.3862943611198906
0,superior_pos,33,6.967263984277622,0.0,7.952615111651,5.308267697401205
1,superior_pos,43,4.217004574957988,6.692083742506628,7.5480289699350145,4.04305126783455
1,medio,23,6.680892319236134,6.766191714660351,7.133295954896068,4.07753744390572
0,medio,48,7.3680904438966035,5.342334251964811,7.6511201757027,5.220355825078324
0,medio,27,9.209220745428237,6.697034247666484,8.006367567650246,2.3978952727983707
1,medio,35,5.111596145409395,4.812184355372417,7.876258882303226,5.135798437050262
1,medio,31,-0.1392620673335076,7.331714969726466,7.237778191923443,4.430816798843313
1,medio,30,8.990599774042774,8.101374671228582,6.660575149839686,4.634728988229636
0,medio,58,7.4993070691182435,7.9672801789422,7.7823903355874595,5.517452896464707
1,superior_pos,26,4.101071882971527,6.230481447578482,8.202756381655638,3.912023005428146
1,medio,50,9.364865410293984,6.139884552226255,8.006367567650246,3.6375861597263857
0,superior_pos,26,1.6164135261705257,6.688354713946762,7.22983877815125,4.430816798843313
1,medio,19,7.105207619272485,6.74993119378857,7.925157512224703,3.688879454113936
1,medio,29,5.917198870211829,6.593044534142437,7.170119543449628,4.290459441148391
1,medio,24,5.438296676601477,6.077642243349034,7.564757012905729,2.6390573296152584
1,medio,34,1.0385083645984043,7.62608275807238,7.028201432058005,4.290459441148391
0,medio,36,10.013799415020124,8.389132521348719,7.389563953677635,1.791759469228055
0,ate_fundamental,45,6.137845837527962,8.939974177289633,6.997595982981927,5.043425116919247
1,medio,35,4.156066620850098,6.828712071641684,8.02322468471667,4.04305126783455
0,medio,32,7.346722859144303,8.412277021466677,7.52131798019924,4.543294782270004
0,medio,34,7.581079782044899,8.366835309827675,7.2305631534092925,3.49650756146648
0,medio,19,7.548632372458365,5.4510384535657,7.495541943884256,4.77912349311153
0,medio,31,7.293313554364924,5.634789603169249,7.666221925662725,2.70805020110221
1,medio,50,11.722174655158948,6.212606095751519,8.09162741160107,4.23410650459726
1,medio,26,8.652621408930445,6.661854740545311,7.803843303538772,4.02535169073515
1,medio,25,1.2163953243244932,6.3784261836515865,6.96979066990159,4.605170185988092
0,medio,19,8.77262269669736,6.306275286948016,6.967909201801884,4.02535169073515
0,medio,40,8.679103685854935,5.749392985908253,6.83087423464618,5.318119993844216
1,superior_pos,54,3.606448480134777,6.240275845170769,7.828436359157585,5.484796933490655
0,medio,43,3.7325374234533992,8.096817470572319,7.638198244285779,5.4638318050256105
0,medio,35,6.481002691730716,7.537430036586509,7.85979918056211,4.418840607796598
0,medio,24,9.275478088560302,7.491645473605133,7.395721608602045,4.158883083359672
0,ate_fundamental,61,3.686626919060642,8.181160858023409,6.951772164398911,4.736198448394496
1,medio,42,9.417796720007884,7.016609683894219,8.078688229229872,3.970291913552122
1,medio,47,6.4032016119769954,7.007600613951853,7.266128779556451,4.74493212836325
0,medio,29,5.921645441526485,7.097548850614793,7.73718007783463,4.820281565605037
1,superior_pos,34,3.4722769633431074,8.561210076833012,6.655440350367647,4.499809670330265
1,medio,31,9.475878824144656,6.1779441140506,8.006367567650246,4.948759890378168
0,superior_pos,23,3.586985146432596,5.60947179518496,7.666221925662725,4.653960350157523
1,medio,26,3.3978584803966405,5.799092654460526,7.1631723908466425,4.356708826689592
1,superior_pos,53,6.330344596904789,7.064759027791802,7.957527402230773,5.267858159063328
1,medio,60,9.26164119133542,8.483429561263428,8.148156439921625,5.472270673671475
1,medio,19,5.411556762154548,7.060476365999801,7.293697720601438,2.6390573296152584
1,medio,61,6.580056443279922,7.755767170102998,7.914983005848394,4.941642422609304
0,superior_pos,33,4.572233685741827,7.579678823090456,7.313220387090301,3.737669618283368
1,medio,47,11.648409094489628,8.267448958304849,7.251344983372214,4.77912349311153
1,medio,21,4.686796254868036,4.955827057601261,6.951772164398911,2.5649493574615367
1,medio,26,5.0726393562041645,7.875119281040293,8.146129510025405,4.727387818712341
1,medio,26,6.305700304158841,7.284820912568604,8.097730573664219,3.912023005428146
1,medio,45,-1.8971199848858813,8.95531908176395,8.99850761180784,5.003946305945459
1,medio,32,6.634186477473612,7.0587581525186645,7.770645234129176,3.8918202981106265
0,medio,44,3.036634264874417,7.773173680482536,7.103322062526113,4.59511985013459
0,medio,35,8.044720917573287,7.430707082545968,6.792344427470809,5.017279836814924
0,medio,59,8.668835585265578,6.754604099487962,7.933079771880415,3.610917912644224
1,medio,38,6.020950531164366,5.497168225293202,7.465082736399547,4.127134385045092
0,superior_pos,30,9.246480383097763,7.641084249174914,6.646390514847729,4.499809670330265
1,superior_pos,49,6.574734080672179,6.674561391814426,7.705262474866325,5.484796933490655
0,medio,23,3.4360817835156574,7.344719054149673,7.805474625270857,4.060443010546419
0,medio,28,8.143966302412798,7.503840746698951,7.782807262839695,3.5263605246161616
0,medio,33,3.687503507934005,5.181783550292085,7.103322062526113,3.044522437723423
1,superior_pos,30,3.945457781514384,8.231642179973411,7.897296472595885,4.574710978503383
0,medio,23,2.4849066497880004,6.728628613084702,7.80710329012598,0.0
1,superior_pos,22,5.82440591697994,6.093569770045136,7.45182223652793,5.003946305945459
1,superior_pos,33,10.19268416499296,6.82001636467413,7.504391559161238,4.927253685157205
0,medio,19,5.394581636518101,5.860786223465865,7.214504414151143,2.4849066497880004
0,medio,22,6.5196781204752,6.202535517187923,7.377758908227872,2.302585092994046
1,superior_pos,48,3.5559193268577056,6.018593214496234,7.818832443803404,5.3230099791384085
0,medio,27,6.645344513433487,6.61338421837956,7.832807516524864,4.174387269895637
1,medio,23,2.000804096162763,6.92461239604856,7.718685495198466,4.07753744390572
0,medio,43,4.071672822957684,8.172729104865471,8.19671240721307,4.727387818712341
0,medio,31,5.261808971731513,6.163314804034641,7.827240901752812,5.204006687076795
0,medio,24,4.933754249760298,6.190315405853148,6.573680166960646,4.262679877041316
1,ate_fundamental,18,5.323619549410255,5.730099782973574,7.1049654482698426,2.302585092994046
0,superior_pos,40,5.875702904559276,8.724044745953469,6.951772164398911,2.6390573296152584
0,medio,35,5.152684473821127,7.368970402194793,8.006700845440367,5.231108616854587
1,medio,36,7.284728315689052,6.38856140554563,8.21878715560148,4.143134726391533
1,medio,32,7.530125855292166,0.0,6.951772164398911,4.394449154672439
1,superior_pos,21,5.061740237413524,7.078341579557671,7.76004068088038,4.143134726391533
1,medio,41,2.541995616772128,7.935945103353701,7.668561108015897,4.356708826689592
