sexo,instrucao,idade,log_saldo_poup_avg,log_tempo_renda,log_renda_liquida,log_tempo_cp
1,superior_pos,35,10.136809725474867,7.171656822768514,7.422971251049421,3.9889840465642745
1,medio,33,2.76316950032329,6.440946540632921,8.488382109562117,4.709530201312334
0,superior_pos,19,7.088212599166341,6.483107351457199,7.863266724009573,2.19722457733622
0,medio,26,-1.0498221244986778,6.1224928095143865,7.81923445385907,4.442651256490317
1,medio,31,1.791759469228055,7.600902459542082,7.824046010856292,0.0
1,ate_fundamental,20,-0.579818495252942,5.755742213586912,7.2305631534092925,0.6931471805599453
1,medio,32,1.87640694328834,7.722234744709607,7.463936604468925,0.6931471805599453
0,superior_pos,50,8.86884815631784,7.044905117129371,7.334981878871814,3.4011973816621555
1,superior_pos,27,7.491637107702878,5.241747015059643,7.579167967396076,4.564348191467836
1,medio,28,6.049415008306703,4.394449154672439,6.967909201801884,3.9318256327243257
0,medio,28,1.6262950295005232,7.293697720601438,7.275172319452771,2.19722457733622
0,medio,36,8.531673838930192,7.879669914604289,6.759255270663693,4.158883083359672
0,superior_pos,57,7.7457254860408495,7.0630481633881725,9.0320506762956,3.713572066704308
0,medio,39,1.220829921392359,7.917171988845776,7.551186867296149,1.0986122886681098
1,medio,39,-2.407945608651872,6.194405391104672,7.197435354096591,0.6931471805599453
1,medio,42,-1.3862943611198906,8.44741429680832,7.7501841622578365,0.0
1,medio,19,0.3364722366212129,6.173786103901937,6.698268054115413,0.6931471805599453
1,superior_pos,43,6.648122779843765,8.772455372611907,8.86120833720818,5.393627546352362
0,medio,28,0.6678293725756554,6.639875833826536,7.258412150595307,0.0
1,ate_fundamental,36,8.095321223860473,7.044032897274685,7.377133712833954,4.248495242049359
0,superior_pos,27,2.251291798606496,5.91350300563827,7.344072850573066,4.553876891600541
1,medio,36,9.447069223787729,7.507141079727608,8.604654467186231,3.688879454113936
1,medio,28,3.600594539246365,6.661854740545311,7.052721049232323,4.219507705176107
1,ate_fundamental,25,6.414966017702245,7.110696122978827,8.153349757998892,4.110873864173311
0,superior_pos,46,8.08864470021309,7.16703787691222,8.026496938945412,5.641907070938114
1,superior_pos,34,1.7047480922384253,8.302017809751204,7.551186867296149,0.6931471805599453
0,medio,46,7.083664654948197,6.92461239604856,7.495541943884256,5.19295685089021
1,superior_pos,36,1.045563067578294,6.26530121273771,6.961296045910167,4.976733742420574
0,medio,34,10.268851413267846,8.412054873292933,7.650168700845001,4.663439094112067
0,superior_pos,50,6.233253193291031,9.03025631012242,7.60688453121963,5.214935757608986
0,medio,41,7.279211933149052,7.988882253309227,7.555905093611346,5.117993812416755
1,medio,22,6.590362859473143,3.951243718581428,7.24422751560335,3.970291913552122
0,superior_pos,49,2.148850993052004,6.48768401848461,8.10892415597534,2.5649493574615367
0,medio,24,7.763941378821734,5.293304824724492,7.254177846456518,3.295836866004329
0,medio,23,8.34839576984214,7.492203042618741,7.132497551660044,4.634728988229636
1,medio,52,7.988989099704068,8.152774052744075,7.6246189861593985,5.579729825986222
0,medio,29,2.2828924596483096,6.709304340258298,7.594381242551817,4.934473933130692
0,medio,27,8.832959678763645,7.646353722445999,7.387090235656757,0.0
0,superior_pos,34,2.347080332880597,6.335054251498059,9.242613932526478,1.0986122886681098
0,medio,52,9.026490848435364,8.074960359115858,7.821643126239982,5.14166355650266
1,medio,23,1.4883995840570443,6.799055862058796,7.064759027791802,0.0
0,superior_pos,44,4.684489555192346,8.708144074908246,8.537387898701757,5.3471075307174685
0,medio,45,7.13941050301462,6.20050917404269,7.506591780070841,5.313205979041787
1,medio,24,3.767575101062273,6.35088571671474,7.22983877815125,4.143134726391533
0,medio,34,9.66634078727217,7.638679823876112,8.545974992841689,4.770684624465665
1,medio,43,9.181122146731708,7.665284718471351,7.603897968521881,5.420534999272286
0,medio,34,0.883767540168595,7.720905251936779,7.603897968521881,3.688879454113936
1,medio,51,8.962521754792657,8.426830751335846,6.835184586147301,4.543294782270004
1,superior_pos,32,2.3508989532725963,7.350516171833998,7.353081920515432,4.204692619390966
1,medio,36,1.6114359150967734,7.3987862754199485,6.3578422665081,1.0986122886681098
1,medio,51,2.206074192613202,7.366445148327599,7.5883236773352225,1.0986122886681098
0,medio,40,10.522427082897735,8.894807371368625,7.788626065625031,4.927253685157205
1,medio,47,4.2310583855379225,8.265392930852224,8.041412909393047,5.262690188904886
0,medio,27,5.541106670109081,5.5909869805108565,8.210939733379021,4.68213122712422
0,medio,49,9.804797793381422,8.24117615049496,8.34972083747249,4.110873864173311
1,medio,28,4.639668226395659,6.994849985833071,7.161622002939187,3.80666248977032
0,medio,20,3.729541435832826,7.237778191923443,7.226936018493289,3.218875824868201
1,medio,59,9.14545832517376,5.886104031450156,7.708859601047175,5.476463551931511
1,medio,33,10.189791613466005,8.340217320947035,4.700480365792417,4.890349128221754
1,medio,38,4.845131522228461,7.1891677384203225,7.739359202689098,5.3981627015177525
0,superior_pos,23,6.701124636042141,5.278114659230517,7.725771441587952,4.0943445622221
1,ate_fundamental,53,1.3069805544001651,7.121252453244542,8.39615486303918,4.204692619390966
1,medio,23,1.5686159179138452,6.329720905522696,6.858565034791365,1.0986122886681098
1,medio,23,2.3326292143424223,7.401231264413015,6.9985096422506015,1.0986122886681098
1,medio,27,3.532664144404461,8.068089626278244,8.192570471152173,4.23410650459726
1,medio,26,1.7101878155342434,6.608000625296087,7.496652438168283,4.007333185232471
0,superior_pos,47,10.466357183834033,7.700747794511798,8.19891444498699,4.762173934797756
0,medio,41,4.823502180305079,7.393263094763838,7.560601162768557,3.9889840465642745
1,superior_pos,49,4.1116112971208185,8.96264794774056,7.768533300926033,5.262690188904886
1,medio,38,-0.7985076962177716,7.906547232368036,6.763884908562435,3.4339872044851463
0,superior_pos,31,2.926650112366547,7.709756864454165,7.156176637480615,5.075173815233827
1,medio,21,1.628259666674688,3.1780538303479458,7.220373836723949,1.0986122886681098
0,medio,21,4.53141599739943,6.0867747269123065,7.298445101508147,4.158883083359672
0,medio,29,4.8937268758505335,5.71042701737487,7.325807502595773,4.418840607796598
0,medio,43,5.862152810627642,7.473637108496206,7.549609165154532,1.3862943611198906
1,medio,47,2.206074192613202,8.166784289056151,7.078341579557671,0.6931471805599453
1,superior_pos,50,10.117373584947538,6.059123195581797,7.355641102974253,5.111987788356544
1,medio,35,1.7925924555319468,6.75343791859778,7.637234388789473,1.0986122886681098
1,medio,60,5.507463408218393,8.203304026795282,7.517520850603031,5.1647859739235145
1,medio,44,5.557773560520566,8.108021221376747,7.589335823170617,3.828641396489095
1,medio,43,-0.4942963218147801,4.90527477843843,7.723120092266331,4.30406509320417
0,superior_pos,37,6.405914173287611,7.934513463882263,7.684783943522785,4.51085950651685
1,medio,31,2.34660197841082,8.376090350438238,7.663407664893479,1.0986122886681098
0,medio,19,1.2484680442124874,6.35088571671474,7.786551806428712,1.0986122886681098
0,superior_pos,39,8.239920750263618,8.045267716607803,7.832014180505469,5.19295685089021
0,superior_pos,28,4.01232072674351,7.520776415062797,7.6236419465115715,4.812184355372417
0,superior_pos,52,1.87640694328834,8.328209491748732,7.23561914106675,0.0
0,superior_pos,39,3.5339784928959737,3.4657359027997265,6.62273632394984,4.330733340286331
1,medio,37,2.0769384114617173,8.659386957119413,7.908754738783246,4.948759890378168
0,medio,18,3.607262591441614,6.733401891837359,7.43543801981455,3.4339872044851463
1,medio,20,4.001680877358681,4.882801922586371,6.706862336602747,3.4339872044851463
0,medio,27,6.248390976389761,5.181783550292085,7.334329350300536,4.219507705176107
1,medio,47,5.605893973837076,7.732807530422021,6.933423025730715,3.970291913552122
1,medio,51,6.895318258878454,6.091309882077698,7.814399633804487,2.833213344056216
0,superior_pos,29,10.986648329062202,6.787844982309579,7.286191714702382,4.852030263919617
1,medio,51,7.75058890376702,5.030437921392435,7.719573989259581,4.343805421853684
0,superior_pos,24,10.335605626907949,6.423246963533519,8.006367567650246,5.049856007249537
1,medio,38,2.657107722364635,7.606387389772652,7.632401126601453,5.298317366548036
0,superior_pos,42,-2.659260036932778,9.02304647355567,7.749322464660356,5.583496308781699
1,medio,52,-0.6931471805599453,5.153291594497779,7.473069088032197,2.5649493574615367
1,medio,24,1.0986122886681098,6.327936783729195,7.821643126239982,0.0
1,superior_pos,25,-0.6069694843188931,6.498282149476434,8.268731832117737,1.791759469228055
1,ate_fundamental,35,6.889357065035695,7.969703583278656,7.627057417018934,4.564348191467836
0,medio,37,5.344508919153945,6.559615237493242,5.71042701737487,5.4510384535657
0,ate_fundamental,37,8.579330080943931,7.727535110475448,7.371489295214277,4.406719247264253
0,medio,60,8.978401378917578,4.04305126783455,6.951772164398911,3.295836866004329
1,medio,21,5.119370110393032,6.984716320118266,6.606650186198215,3.5263605246161616
0,medio,32,2.9014215940827497,5.41610040220442,7.57455848420248,4.672828834461906
1,medio,36,5.41610040220442,6.257667587882639,7.077498053569231,4.477336814478207
0,superior_pos,25,9.269849077271669,4.5217885770490405,7.944137491114112,3.555348061489413
0,medio,20,6.371919492211979,6.12029741895095,6.732210706467206,3.737669618283368
0,ate_fundamental,44,1.3887912413184778,6.61338421837956,6.939253946041508,0.0
1,medio,36,3.6214032889890224,5.476463551931511,7.079184394609668,2.079441541679836
0,medio,60,9.81554146611444,6.391917113392602,7.663407664893479,5.545177444479562
1,medio,30,-0.7133498878774648,7.042286171939743,5.8664680569332965,0.0
0,medio,30,8.819970505258853,6.816735880594968,7.529943370601589,4.948759890378168
1,medio,47,7.500551596814739,6.57507584059962,7.792761720816526,5.393627546352362
1,medio,34,5.317482535809048,7.552762084214147,6.496774990185863,4.343805421853684
1,medio,61,12.004971246217323,6.63200177739563,8.556413904569519,5.4510384535657
0,superior_pos,20,5.687974856672904,3.970291913552122,6.838405200847344,3.332204510175204
1,superior_pos,25,1.0986122886681098,6.588926477533519,7.851661177889265,0.0
1,medio,41,4.04917284357538,6.79794041297493,6.577861357721047,4.709530201312334
0,superior_pos,37,6.854117132312855,7.324489979348532,7.429520842786462,4.770684624465665
1,medio,29,5.773666060450471,6.992096427415888,6.6039438246004725,3.4657359027997265
1,superior_pos,34,11.26600311309972,8.184792654165078,8.295798110636145,4.31748811353631
0,medio,40,5.514073699428229,7.01571242048723,7.982757702011113,3.6375861597263857
0,medio,37,4.142181891636261,5.755742213586912,7.682482446534506,4.912654885736052
1,medio,30,8.85453219514343,7.589335823170617,7.549609165154532,4.430816798843313
1,medio,23,3.479854514485432,7.403670290012373,7.579678823090456,4.867534450455582
0,medio,26,2.716018370751387,7.776954403322442,6.782192056006791,4.3694478524670215
1,medio,34,8.957158272110568,4.875197323201151,7.280697195384741,5.187385805840755
0,superior_pos,29,11.003537224340633,6.792344427470809,8.478452363099807,4.6443908991413725
1,medio,26,7.379613437524882,6.655440350367647,7.587817219993427,3.295836866004329
0,superior_pos,35,9.360814730980987,8.37516869138682,8.374246182096304,4.343805421853684
0,medio,23,7.120290763182101,7.053585727193677,6.513230110912307,0.6931471805599453
1,superior_pos,24,1.4350845252893227,0.0,7.947678571301568,0.0
1,medio,26,9.743483692891076,7.513709247839705,7.370230641807081,4.700480365792417
1,medio,29,6.044626095222214,7.681560362559537,7.02108396428914,3.610917912644224
1,medio,30,7.848543482456679,5.811140992976701,7.453561871643373,4.060443010546419
1,medio,24,5.733098528990254,4.875197323201151,7.150701457592526,3.6375861597263857
0,medio,56,9.751214192773656,7.932362154339751,7.358193752733032,5.049856007249537
0,superior_pos,30,6.236770683923161,4.990432586778736,9.321613374385612,5.14166355650266
0,medio,36,7.791593064617346,7.784057002639929,6.833031732786201,4.6443908991413725
1,medio,32,10.37137456833521,6.368187186350492,8.006367567650246,4.442651256490317
0,superior_pos,39,7.137663895553207,6.773080375655535,7.709308333385869,5.44673737166631
1,superior_pos,34,7.858053156956686,8.221478947267192,8.065579427282092,5.247024072160486
1,medio,26,9.65156443904396,5.955837369464831,7.668093709082406,4.804021044733257
1,medio,25,6.717151519235709,7.996317231796746,7.430707082545968,4.290459441148391
1,superior_pos,33,2.196112848483529,7.592870287844818,8.272059622210412,5.153291594497779
0,medio,24,6.982036807502653,6.29156913955832,8.03689677268507,4.553876891600541
1,medio,33,5.372473551825202,7.776535028185241,8.193676665955241,3.871201010907891
1,superior_pos,39,7.852559606865885,7.138866999945524,9.09470502837726,4.804021044733257
0,superior_pos,22,8.147780320600571,7.162397497355718,7.611347717403621,4.04305126783455
0,medio,32,5.021311434093491,6.4692503167957724,7.272398392570047,4.564348191467836
1,superior_pos,34,4.521842923398338,8.0861025356691,8.584103896698863,5.41610040220442
0,superior_pos,41,3.2767673032839784,6.2166061010848646,9.3425083355536,5.384495062789089
1,medio,21,0.6312717768418578,7.2115567333138015,7.371489295214277,4.04305126783455
1,medio,19,8.825577486407035,8.225235324101668,8.149890544402423,4.51085950651685
0,medio,37,8.073325035775127,6.843749949006225,7.549609165154532,5.407171771460119
0,medio,25,5.698250534987372,7.260522598089852,6.873163834212518,2.5649493574615367
0,medio,22,6.811464618663851,4.875197323201151,7.403061091090091,1.3862943611198906
1,medio,45,7.128367629508815,9.015541293671117,8.23827262463303,5.247024072160486
0,medio,23,6.499621613439692,6.532334292222349,8.149601735736155,3.6635616461296463
1,medio,44,5.6298129544560265,7.155396301896734,7.729735331385051,4.110873864173311
1,medio,41,11.625709091045149,8.19533366716287,7.524021415206125,5.308267697401205
0,medio,42,-0.5447271754416722,6.280395838960195,8.11162807830774,4.7535901911063645
0,medio,49,10.862350107087892,8.045267716607803,7.6128310304073565,4.820281565605037
0,medio,50,9.10350710568668,8.94715577112479,7.653020413804189,5.521460917862246
1,medio,35,5.569565132536392,5.700443573390687,7.109879463072272,3.332204510175204
0,superior_pos,56,3.459780705761053,7.905072849498666,8.1886891244442,5.3471075307174685
1,medio,31,10.303036528126045,8.148156439921625,7.718240951959316,5.0238805208462765
1,medio,24,1.3862943611198906,6.704414354964107,7.628517626575055,0.0
1,medio,52,4.24549073302906,7.796057974316123,7.691200097522863,1.6094379124341005
0,superior_pos,29,1.4338933399191696,6.598509028614515,7.6128310304073565,5.308267697401205
1,medio,27,6.376216613618605,6.739336627357174,7.047517221357296,4.007333185232471
0,medio,52,3.23907053215372,6.891625897052253,6.956545443151569,4.51085950651685
0,superior_pos,39,5.025983571043055,7.904703913873747,7.918992488165245,5.225746673713202
1,medio,24,7.000735473751012,0.0,7.234898420314831,3.9889840465642745
1,medio,38,4.789364987163727,8.508959386489133,8.41604600941128,4.584967478670572
0,medio,26,-0.1803235541312816,4.795790545596741,7.558516743045645,1.6094379124341005
1,medio,36,5.722604228896789,7.8119734296220225,7.793999089503996,4.276666119016055
1,medio,27,6.876130443963924,6.903747257584598,7.444248649496705,3.49650756146648
0,medio,29,1.3545456628053103,7.319202458767849,7.984462732262196,4.31748811353631
0,medio,32,6.832449666866972,7.876258882303226,8.00469951054955,4.7535901911063645
1,superior_pos,46,6.924130470698319,7.65728279297819,8.599878558034845,4.74493212836325
1,medio,25,6.380275067639242,6.790097235513905,7.489970898834801,4.060443010546419
0,medio,48,1.144222799920162,6.855408798609928,7.473069088032197,0.6931471805599453
0,superior_pos,32,10.090245089140357,7.774435510302958,8.453614209773367,4.30406509320417
1,medio,41,2.2438960966453663,7.96102146588337,6.859614903654202,4.844187086458591
0,medio,25,8.777873731522764,6.79794041297493,7.716460800176355,3.9318256327243257
0,medio,30,6.123950080512365,7.529943370601589,6.948897222313312,3.49650756146648
1,superior_pos,36,11.162307355605794,8.758726607842037,8.497194544909547,4.343805421853684
0,medio,40,8.593882899448571,5.683579767338681,6.588926477533519,4.927253685157205
0,superior_pos,47,5.034872518460301,7.569411792450712,8.87346805533363,4.59511985013459
0,ate_fundamental,20,3.5320794345500595,6.863803391452954,7.507141079727608,5.117993812416755
0,medio,29,10.155421844217573,7.714677473800927,7.45182223652793,2.19722457733622
1,medio,32,4.720728526622364,6.75110146893676,7.206377291472252,4.68213122712422
0,superior_pos,43,6.63462021717088,8.207129168071326,8.045267716607803,5.572154032177765
1,medio,26,2.66930937278578,6.566672429803241,7.284134806195205,4.532599493153256
0,medio,31,6.025020205636192,8.259199362666282,7.397561535524052,4.406719247264253
1,ate_fundamental,37,1.87640694328834,6.089044875446846,6.976348070447749,0.0
1,ate_fundamental,29,2.626840145676667,5.973809611869261,6.956545443151569,4.356708826689592
1,medio,23,2.8684669225081145,6.917705609835305,7.67786350067821,4.23410650459726
1,superior_pos,31,0.7929925155296614,6.309918278226516,7.090076835776092,0.6931471805599453
1,medio,35,8.691879003301787,6.96979066990159,7.813591552952433,3.9318256327243257
0,superior_pos,27,1.8429277558024544,6.306275286948016,7.824046010856292,3.6375861597263857
0,superior_pos,21,5.912421339767529,6.302618975744905,6.650279048587422,4.02535169073515
1,medio,32,3.074543453978281,6.704414354964107,5.375278407684165,3.332204510175204
1,medio,37,9.136890798415148,7.983098940710892,7.371489295214277,4.820281565605037
0,superior_pos,34,6.865724220505209,5.857933154483459,7.122059881629142,5.407171771460119
0,medio,37,8.755899807533053,7.638198244285779,7.473069088032197,3.258096538021482
0,medio,20,6.320768294250582,6.230481447578482,8.006367567650246,3.044522437723423
0,superior_pos,28,7.328256771916415,5.648974238161206,7.236339342754344,4.007333185232471
0,superior_pos,21,6.636090902223565,6.3473892096560105,7.6577552711348655,3.951243718581428
1,medio,30,5.975246238460008,6.190315405853148,7.046647277848756,4.158883083359672
0,medio,28,7.224043029694164,5.455321115357702,7.251344983372214,4.442651256490317
1,superior_pos,39,-1.5606477482646683,8.675734219544788,9.2621735206162,5.468060141135132
0,medio,24,5.708869513704758,5.472270673671475,8.069968149059841,3.713572066704308
0,medio,35,3.872242135416301,6.951772164398911,7.1846291527173145,4.691347882229144
0,medio,51,0.85015092936961,8.629807335785372,7.551186867296149,1.3862943611198906
0,superior_pos,28,6.046331448548822,4.248495242049359,7.849323818040561,0.6931471805599453
1,medio,28,8.90856072740903,7.570443252057374,6.705639094860003,4.90527477843843
1,superior_pos,25,-0.6539264674066639,7.21081845347222,7.551186867296149,0.6931471805599453
1,superior_pos,34,5.60285655606624,7.479864131165026,7.5652752818989315,3.6375861597263857
0,superior_pos,29,5.614914830413506,7.415776975415394,7.96693349840484,4.290459441148391
1,superior_pos,43,2.255493485460195,6.907755278982137,9.131513591430211,1.0986122886681098
0,superior_pos,22,5.793501294324071,6.269096283706261,7.504391559161238,0.6931471805599453
1,medio,30,11.29034531741431,6.1463292576688975,7.503840746698951,0.6931471805599453
1,medio,38,6.487874259139612,7.02197642307216,8.006367567650246,5.087596335232384
0,medio,32,10.273386621028546,7.466799475018602,8.157370441186774,3.713572066704308
1,medio,31,7.407220618377492,6.021023349349527,7.630946580890459,4.174387269895637
1,medio,27,8.7268526394517,7.905810312658931,7.767687277186908,4.0943445622221
1,medio,24,7.024902557031918,6.437751649736401,7.331060305218632,4.248495242049359
0,medio,25,8.459824637851424,7.415175109613295,7.551186867296149,4.418840607796598
0,medio,31,7.89139433080936,7.197435354096591,8.507950610049305,3.80666248977032
1,superior_pos,33,8.543346200522949,7.640123172695364,8.356789669923213,4.406719247264253
1,medio,33,0.7371640659767196,6.448889394146858,7.898782356970309,4.74493212836325
1,medio,24,6.440667394817298,7.60887062919126,8.043663352393944,4.499809670330265
0,medio,26,9.96305137661142,6.304448802421981,8.006367567650246,4.127134385045092
1,superior_pos,28,9.84103325788876,5.455321115357702,7.742835955430749,3.4011973816621555
0,superior_pos,26,4.7874500752473,7.358193752733032,7.783224016336037,4.31748811353631
1,superior_pos,41,4.160600357999166,7.867105500316739,8.010027528481734,5.616771097666572
1,superior_pos,33,10.186370628201196,7.67786350067821,7.54274354536855,5.313205979041787
1,medio,35,9.410552598721248,7.343426229147367,7.9483852851118995,5.293304824724492
1,medio,26,7.982481213279681,7.91644286012226,8.030084094267563,4.718498871295094
1,medio,30,4.892264585794124,7.135687347028144,7.330405211844402,4.48863636973214
1,medio,39,9.645672001965638,7.878155336503324,8.057060681965766,4.262679877041316
1,medio,31,2.4849066497880004,6.761572768804055,8.10076824307173,4.330733340286331
0,ate_fundamental,56,4.969466017058185,7.575071699507561,7.8547691834991324,5.272999558563747
1,superior_pos,28,8.118391831140336,7.377133712833954,8.204945165019208,3.912023005428146
1,medio,46,5.378329304517422,7.010311867307229,7.579678823090456,5.638354669333745
0,medio,47,7.791518686910789,8.00603417874901,8.244859395911256,5.468060141135132
1,superior_pos,48,0.9001613499442714,8.105609402299896,7.32052696227274,0.6931471805599453
0,medio,19,7.875501192139452,6.169610732491456,7.144407180321139,2.6390573296152584
0,superior_pos,24,0.7178397931503168,2.19722457733622,6.951772164398911,0.0
0,medio,28,7.199678345691172,7.450660796211539,7.803843303538772,4.07753744390572
1,ate_fundamental,50,5.517312324335913,7.533693709848633,7.144407180321139,3.688879454113936
0,medio,19,5.708969001343501,5.905361848054571,7.2305631534092925,1.791759469228055
0,medio,35,3.751854253275325,8.031385330625534,7.937731775260109,4.718498871295094
0,medio,42,1.1984576236378257,8.518991573357617,7.508787170634276,0.6931471805599453
1,medio,63,4.9235875528090896,5.501258210544727,9.210340371976184,4.143134726391533
1,medio,23,5.933597058404449,5.209486152841421,7.265429723253953,5.176149732573829
0,medio,40,8.220568586778239,6.732210706467206,7.551186867296149,5.25227342804663
0,medio,25,1.0647107369924282,6.066108090103747,7.459914766241105,0.0
0,medio,31,9.509986340756242,6.693323668269949,7.583756300707112,4.454347296253507
1,medio,21,0.7275486072772777,6.769641976852503,7.796880342783522,2.833213344056216
0,medio,53,6.830647427069834,7.862112211662748,7.368339686311381,4.110873864173311
0,medio,32,8.95429132448241,7.787796878181171,6.529418838262226,4.0943445622221
1,medio,40,4.915298447269702,7.00850518208228,7.824046010856292,4.382026634673881
0,superior_pos,60,7.939933918558219,7.962067308753666,9.109525066737367,2.995732273553991
1,medio,34,10.106490435424693,7.504391559161238,6.720220155135295,4.852030263919617
1,medio,30,2.1114245875328868,7.733245646529795,8.328934041955529,4.418840607796598
1,medio,28,4.172154008792636,7.463936604468925,7.413970290190444,4.204692619390966
1,superior_pos,27,8.967170755905503,4.543294782270004,7.883823214892152,4.276666119016055
0,medio,37,6.471047151134041,7.471932078245122,8.474911799159631,4.158883083359672
0,superior_pos,51,0.85015092936961,8.153637486385282,7.551186867296149,1.0986122886681098
0,medio,20,7.256410147924633,7.577121930876679,7.549609165154532,3.5263605246161616
0,superior_pos,36,2.138889000323256,6.805722553416985,8.899867211223587,0.6931471805599453
1,medio,35,9.06196912566918,7.782807262839695,7.293697720601438,5.231108616854587
0,medio,57,7.423881827985178,5.384495062789089,8.492695559815838,5.062595033026967
0,medio,26,1.043804052173115,7.014814351275545,7.475905969367397,0.6931471805599453
1,medio,22,5.950629531669621,6.456769655572163,8.55371796609861,3.737669618283368
1,medio,28,6.963388641633563,3.8918202981106265,7.8434564043761155,4.59511985013459
0,medio,25,5.878547776952283,6.025865973825314,7.113142108707088,2.5649493574615367
0,superior_pos,32,2.34660197841082,5.572154032177765,7.929846429742503,1.0986122886681098
1,medio,44,6.300482996530938,7.707062655370473,7.776115477098742,5.147494476813453
0,superior_pos,29,5.07698467463779,4.532599493153256,8.184513753033722,3.713572066704308
1,medio,36,10.22655444482728,8.076204527239026,8.022240916806537,0.6931471805599453
0,ate_fundamental,52,9.21950078696755,7.643482907077201,7.855544677915663,4.5217885770490405
1,medio,34,5.236973736306985,6.729824070489475,7.301147805856032,4.919980925828125
1,medio,43,2.9678470700644555,8.51579221050061,8.383661798791715,5.327876168789581
0,medio,23,6.394058871791126,6.18826412308259,7.90100705199242,3.912023005428146
0,superior_pos,31,2.246543702110421,6.877296071497429,8.317766166719343,5.25227342804663
1,superior_pos,31,9.282057595709857,7.048386408721883,7.450079569807499,4.867534450455582
0,superior_pos,31,8.546830631342457,4.477336814478207,7.692113339595466,2.19722457733622
0,medio,52,7.920275767720001,7.427144133408616,7.737616282857904,4.983606621708336
0,medio,43,9.949771006101512,6.692083742506628,7.937374696163295,5.384495062789089
0,superior_pos,58,2.4948569806411687,7.372118028337787,8.95789673495042,4.0943445622221
0,medio,38,-0.3566749439387324,6.9957661563048505,7.27931883541462,5.247024072160486
1,medio,20,1.3762440252663892,5.5093883366279774,7.7406644019172415,3.218875824868201
0,superior_pos,21,4.101237418479272,6.447305862541213,7.432483807917119,5.068904202220232
1,medio,45,6.545723153795444,7.519149957669823,7.549609165154532,3.713572066704308
0,medio,22,2.422144328051685,6.855408798609928,8.058327306580958,4.04305126783455
1,medio,24,5.710344232491342,6.523562306149512,7.440733707389261,2.19722457733622
0,superior_pos,32,4.299188356364877,7.605890001053122,8.703506769479729,4.465908118654584
1,superior_pos,33,9.2987733213861,8.479698986988657,7.539027055823995,5.099866427824199
1,medio,21,2.2300144001592104,7.2640301428995295,7.705262474866325,4.30406509320417
